Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Ubi1_1 Spectral Count	Ubi1_2 Spectral Count	Ubi1_3 Spectral Count	Ubi4_1 Spectral Count	Ubi4_2 Spectral Count	Ubi4_3 Spectral Count	Ubi6_1 Spectral Count	Ubi6_2 Spectral Count	Ubi6_3 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Ubi1_1 Unique Spectral Count	Ubi1_2 Unique Spectral Count	Ubi1_3 Unique Spectral Count	Ubi4_1 Unique Spectral Count	Ubi4_2 Unique Spectral Count	Ubi4_3 Unique Spectral Count	Ubi6_1 Unique Spectral Count	Ubi6_2 Unique Spectral Count	Ubi6_3 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Ubi1_1 Total Spectral Count	Ubi1_2 Total Spectral Count	Ubi1_3 Total Spectral Count	Ubi4_1 Total Spectral Count	Ubi4_2 Total Spectral Count	Ubi4_3 Total Spectral Count	Ubi6_1 Total Spectral Count	Ubi6_2 Total Spectral Count	Ubi6_3 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Ubi1_1 Intensity	Ubi1_2 Intensity	Ubi1_3 Intensity	Ubi4_1 Intensity	Ubi4_2 Intensity	Ubi4_3 Intensity	Ubi6_1 Intensity	Ubi6_2 Intensity	Ubi6_3 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Ubi1_1 MaxLFQ Intensity	Ubi1_2 MaxLFQ Intensity	Ubi1_3 MaxLFQ Intensity	Ubi4_1 MaxLFQ Intensity	Ubi4_2 MaxLFQ Intensity	Ubi4_3 MaxLFQ Intensity	Ubi6_1 MaxLFQ Intensity	Ubi6_2 MaxLFQ Intensity	Ubi6_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9P0P0|RN181_HUMAN	Q9P0P0	RN181_HUMAN	RNF181	153	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF181	1.0	0.999	3	23	23	23	1	3	1	1	3	1	2	1	4	3	1	2	1	3	1	1	3	1	2	1	4	3	1	2	1	3	1	1	3	1	2	1	4	3	1	2	2.3031122E7	1.6805184E7	1.0700158E7	1.444333E7	1.1276233E7	2.2072116E7	1.3020635E7	0.0	1.9474504E7	2.6429798E7	7953308.5	0.0	1.2835106E7	0.0	0.0	0.0	0.0	1.2247829E7	0.0	0.0	1.1045656E7	1.5043026E7	0.0	0.0	
sp|Q9P0S2|COX16_HUMAN	Q9P0S2	COX16_HUMAN	COX16	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	0.8331	0.9963	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0U3|SENP1_HUMAN	Q9P0U3	SENP1_HUMAN	SENP1	644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sentrin-specific protease 1	1.0	0.999	13	39	39	39	2	4	4	4	8	3	1	1	2	5	1	4	2	4	4	4	8	3	1	1	2	5	1	4	2	4	4	4	8	3	1	1	2	5	1	4	1.9235832E7	4.4591384E7	4.5430016E7	3.710716E7	3.900824E7	1.4475976E7	0.0	3257496.0	4.6177932E7	3.8658652E7	4.0923464E7	4.031668E7	1.3704336E7	1.49297E7	1.4851544E7	1.5660857E7	1.321163E7	1.2462575E7	0.0	0.0	1.7271486E7	1.9597278E7	1.9507688E7	1.2933239E7	
sp|Q9P0U4|CXXC1_HUMAN	Q9P0U4	CXXC1_HUMAN	CXXC1	656	Homo sapiens OX=9606	1:Experimental evidence at protein level	CXXC-type zinc finger protein 1	1.0	0.999	17	90	83	90	10	11	12	6	9	10	5	5	7	8	5	2	9	10	11	5	8	10	5	5	6	8	4	2	10	11	12	6	9	10	5	5	7	8	5	2	2.95658528E8	1.33627064E8	2.25776528E8	2.60649312E8	2.25584128E8	3.17099168E8	1.5836384E8	1.74327664E8	2.92759968E8	1.3853304E8	2.17991552E8	2.03152064E8	1.05677704E8	1.00362664E8	9.169476E7	8.5614464E7	8.1055888E7	1.04992144E8	1.08399704E8	7.2405984E7	1.10693304E8	1.05900544E8	8.1472744E7	6.676004E7	
sp|Q9P0V9|SEP10_HUMAN	Q9P0V9	SEP10_HUMAN	SEPTIN10	454	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-10	1.0	0.999	6	40	26	40	6	2	3	1	7	6	1	3	7	2	1	1	4	2	3	0	7	4	1	0	5	0	0	0	6	2	3	1	7	6	1	3	7	2	1	1	2.45755088E8	1.05526328E8	1.42145984E8	2.62177856E8	2.80191584E8	2.27416032E8	1.8514604E7	1.89747776E8	2.58836608E8	2.02504224E8	1.78288928E8	1.33295136E8	1.27866528E8	9.1840224E7	7.0275504E7	1.03147896E8	1.1970452E8	8.0367208E7	6.1408204E7	9.7466808E7	1.08899384E8	8.9091496E7	8.7796608E7	0.0	
sp|Q9P0W2|HM20B_HUMAN	Q9P0W2	HM20B_HUMAN	HMG20B	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	1.0	0.999	6	12	12	12	0	1	3	1	2	1	0	0	3	1	0	0	0	1	3	1	2	1	0	0	3	1	0	0	0	1	3	1	2	1	0	0	3	1	0	0	1.7023418E7	2.5918344E7	2.3301954E7	1.2528113E7	2.7032584E7	2.357208E7	1.529971E7	0.0	9200813.0	2.5303456E7	0.0	0.0	0.0	1.4937295E7	1.4227274E7	0.0	1.6125113E7	1.5463231E7	0.0	0.0	0.0	1.28295E7	0.0	0.0	
sp|Q9P1T7|MDFIC_HUMAN	Q9P1T7	MDFIC_HUMAN	MDFIC	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	MyoD family inhibitor domain-containing protein	0.9421	0.9989	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P1Y5|CAMP3_HUMAN	Q9P1Y5	CAMP3_HUMAN	CAMSAP3	1249	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calmodulin-regulated spectrin-associated protein 3	0.9487	0.999	1	5	5	5	2	1	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	6849771.5	3021424.5	2000133.5	0.0	2035368.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P206|K1522_HUMAN	Q9P206	K1522_HUMAN	KIAA1522	1035	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein KIAA1522	0.9999	0.9963	3	6	6	6	0	1	4	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0.0	1920847.9	7007157.5	0.0	9072772.0	0.0	0.0	0.0	2534216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P209|CEP72_HUMAN	Q9P209	CEP72_HUMAN	CEP72	647	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centrosomal protein of 72 kDa	1.0	0.999	2	5	5	5	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	5266663.0	0.0	0.0	0.0	0.0	3387712.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P246|STIM2_HUMAN	Q9P246	STIM2_HUMAN	STIM2	746	Homo sapiens OX=9606	1:Experimental evidence at protein level	Stromal interaction molecule 2	1.0	0.999	13	54	54	54	7	6	9	4	2	6	4	2	4	5	2	3	7	6	9	4	2	6	4	2	4	5	2	3	7	6	9	4	2	6	4	2	4	5	2	3	1.94450608E8	1.61817776E8	1.80219264E8	2.733216E8	1.84088064E8	5.6080564E7	2.2876336E8	1.27667144E8	2.71453248E8	1.48724016E8	2.50060864E8	2.51422992E8	7.0358264E7	7.5172944E7	7.4437736E7	9.0218192E7	6.084886E7	2.14223728E8	8.3319424E7	7.8798656E7	1.06820672E8	6.7218152E7	7.8932632E7	8.4996736E7	
sp|Q9P253|VPS18_HUMAN	Q9P253	VPS18_HUMAN	VPS18	973	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 18 homolog	1.0	0.9982	6	15	15	15	0	1	2	1	3	2	2	2	1	0	0	1	0	1	2	1	3	2	2	2	1	0	0	1	0	1	2	1	3	2	2	2	1	0	0	1	0.0	1.81289344E9	1.77765517E9	1.96520115E9	1.3228647E7	2.02831411E9	1.7654524E7	2.4283468E7	2.5434168E7	1.859071E7	1.6928612E7	4726558.0	0.0	1.20408294E9	1.01039034E9	7.4864198E8	8307570.0	1.17185869E9	8.2300992E7	1.44803024E8	3.2031248E7	0.0	0.0	0.0	
sp|Q9P258|RCC2_HUMAN	Q9P258	RCC2_HUMAN	RCC2	522	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RCC2	1.0	0.999	15	89	89	89	5	9	7	4	8	10	6	8	9	10	7	6	5	9	7	4	8	10	6	8	9	10	7	6	5	9	7	4	8	10	6	8	9	10	7	6	1.32620032E8	1.8868328E8	1.68917168E8	1.95252624E8	2.15928608E8	3.13281024E8	1.97376752E8	2.51208336E8	3.17740992E8	3.85218016E8	2.70733856E8	3.33491584E8	5.6648916E7	6.708974E7	5.1491328E7	6.0926332E7	5.0946992E7	5.303246E7	7.3107024E7	7.7354792E7	6.38473E7	6.373818E7	7.0749072E7	8.5412568E7	
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B_HUMAN	DIP2B	1576	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disco-interacting protein 2 homolog B	0.9999	0.9977	3	9	6	9	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0.0	0.0	6.721096E7	7.3656888E7	5876386.5	2.2398142E7	1.4392666E7	1.33564744E8	1.53672944E8	2.9469784E7	7025064.0	1.8434596E7	0.0	0.0	5.0736824E7	0.0	0.0	1.8009976E7	0.0	0.0	1.02305144E8	2.333697E7	0.0	0.0	
sp|Q9P275|UBP36_HUMAN	Q9P275	UBP36_HUMAN	USP36	1123	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 36	0.9948	0.999	2	5	5	5	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	2090955.5	2114088.5	0.0	5307991.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P287|BCCIP_HUMAN	Q9P287	BCCIP_HUMAN	BCCIP	314	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRCA2 and CDKN1A-interacting protein	0.7428	0.9936	1	2	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P289|STK26_HUMAN	Q9P289	STK26_HUMAN	STK26	416	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase 26	0.9998	0.9966	4	7	2	7	0	1	0	0	1	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	2	0	0	1	0	0.0	1.6340412E7	1.1430291E7	2.30466E7	2.3960166E7	2047318.4	1.9823388E7	1.85823E7	0.0	0.0	0.0	7688088.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2B7|CFA97_HUMAN	Q9P2B7	CFA97_HUMAN	CFAP97	532	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cilia- and flagella-associated protein 97	1.0	0.9989	3	5	5	5	0	1	3	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0.0	1.3273489E7	4317303.0	0.0	0.0	0.0	0.0	0.0	0.0	1920656.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2D0|IBTK_HUMAN	Q9P2D0	IBTK_HUMAN	IBTK	1353	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inhibitor of Bruton tyrosine kinase	1.0	0.9989	3	7	7	7	0	0	1	0	1	0	1	1	0	1	2	0	0	0	1	0	1	0	1	1	0	1	2	0	0	0	1	0	1	0	1	1	0	1	2	0	0.0	0.0	0.0	0.0	0.0	0.0	4128945.8	0.0	0.0	0.0	7537493.5	1.1893183E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2D1|CHD7_HUMAN	Q9P2D1	CHD7_HUMAN	CHD7	2997	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromodomain-helicase-DNA-binding protein 7	1.0	0.999	67	256	241	437	17	27	25	25	33	28	17	11	16	25	14	18	16	25	24	23	32	27	17	10	15	24	11	17	31	45	41	40	50	47	32	26	32	38	26	29	7.0897741E8	1.1586304E9	9.3464499E8	8.4210931E8	7.925056E8	7.7687034E8	6.9730822E8	4.65078272E8	6.043849E8	7.9807949E8	5.0984896E8	4.62909568E8	1.23961584E8	1.54335648E8	1.25057384E8	1.26270176E8	1.1702E8	1.28713776E8	1.14317736E8	9.459712E7	1.22928136E8	1.17625344E8	1.1124476E8	1.16890688E8	
sp|Q9P2E3|ZNFX1_HUMAN	Q9P2E3	ZNFX1_HUMAN	ZNFX1	1918	Homo sapiens OX=9606	1:Experimental evidence at protein level	NFX1-type zinc finger-containing protein 1	1.0	0.9989	12	30	30	30	2	5	1	0	3	4	4	2	6	0	2	1	2	5	1	0	3	4	4	2	6	0	2	1	2	5	1	0	3	4	4	2	6	0	2	1	2615143.0	1.499858E7	9819356.0	2152835.8	4375996.0	1.1458475E7	3.4874336E7	0.0	1.853638E7	6476596.5	1.3493956E7	1.0541478E7	0.0	7921820.0	4915691.0	0.0	6063930.5	1.2744541E7	1.4298087E7	0.0	5117408.0	0.0	1.0048268E7	7942970.5	
sp|Q9P2E9|RRBP1_HUMAN	Q9P2E9	RRBP1_HUMAN	RRBP1	1410	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosome-binding protein 1	1.0	0.999	17	49	48	49	6	4	6	3	7	8	3	2	3	3	1	3	5	4	6	3	7	8	3	2	3	3	1	3	6	4	6	3	7	8	3	2	3	3	1	3	6.5432832E7	2.80186E7	1.9156304E8	9.7977088E7	3.2230558E7	1.23212576E8	6.558456E7	2.6209864E7	3.2437576E7	4.5473716E7	2.559319E7	2.4117336E7	4.6160972E7	2.522041E7	3.1078544E7	3.0630066E7	2.3007254E7	2.6020822E7	3.3323968E7	3.5071836E7	2.623556E7	5.4543044E7	3.0378652E7	3.3410504E7	
sp|Q9P2F5|STOX2_HUMAN	Q9P2F5	STOX2_HUMAN	STOX2	926	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Storkhead-box protein 2	0.9995	0.9987	2	13	13	13	1	2	3	1	1	1	0	1	1	2	0	0	1	2	3	1	1	1	0	1	1	2	0	0	1	2	3	1	1	1	0	1	1	2	0	0	0.0	8409580.0	1.1255742E7	6465833.0	4490266.5	3925813.2	0.0	2471373.8	5591358.5	4256932.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2F8|SI1L2_HUMAN	Q9P2F8	SI1L2_HUMAN	SIPA1L2	1722	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal-induced proliferation-associated 1-like protein 2	0.9993	0.9988	3	3	3	4	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0.0	0.0	4123859.5	0.0	0.0	0.0	0.0	0.0	0.0	3544660.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2I0|CPSF2_HUMAN	Q9P2I0	CPSF2_HUMAN	CPSF2	782	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 2	1.0	0.999	22	132	132	132	12	14	13	7	13	13	6	13	8	13	10	10	12	14	13	7	13	13	6	13	8	13	10	10	12	14	13	7	13	13	6	13	8	13	10	10	7.6613427E8	6.3951533E8	6.9690784E8	7.1628173E8	5.920192E8	5.5051738E8	7.6002675E8	8.7245882E8	8.9047558E8	6.2588301E8	6.4387142E8	7.1287091E8	1.74635024E8	1.68515792E8	1.73321408E8	1.68482416E8	1.53381744E8	1.3418392E8	1.64474864E8	2.09697776E8	1.87654672E8	1.84876992E8	2.060856E8	1.6566144E8	
sp|Q9P2J5|SYLC_HUMAN	Q9P2J5	SYLC_HUMAN	LARS1	1176	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine--tRNA ligase, cytoplasmic	1.0	0.999	36	172	172	172	17	16	25	11	17	16	8	7	18	19	8	10	17	16	25	11	17	16	8	7	18	19	8	10	17	16	25	11	17	16	8	7	18	19	8	10	9.2346458E8	6.7822752E8	9.8527059E8	6.068887E8	8.4714976E8	8.217584E8	9.236999E8	1.71986816E8	1.05372429E9	7.4046598E8	6.3687955E8	8.2310579E8	1.30656696E8	1.32990176E8	1.25940984E8	1.36172768E8	1.23346792E8	1.23374112E8	1.65005744E8	1.00110832E8	1.61115552E8	1.36063008E8	1.00102408E8	1.46978896E8	
sp|Q9P2K8|E2AK4_HUMAN	Q9P2K8	E2AK4_HUMAN	EIF2AK4	1649	Homo sapiens OX=9606	1:Experimental evidence at protein level	eIF-2-alpha kinase GCN2	1.0	0.999	6	16	16	16	1	1	1	0	1	0	3	2	2	0	1	4	1	1	1	0	1	0	3	2	2	0	1	4	1	1	1	0	1	0	3	2	2	0	1	4	0.0	4.3217824E7	0.0	0.0	0.0	0.0	2.3449156E7	4990458.5	1.2686886E7	4460318.5	0.0	8732568.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0425897E7	0.0	1.0458445E7	0.0	0.0	0.0	
sp|Q9P2N5|RBM27_HUMAN	Q9P2N5	RBM27_HUMAN	RBM27	1060	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 27	1.0	0.999	29	196	188	196	17	23	24	16	24	22	10	11	12	13	13	11	15	23	24	14	23	21	10	11	12	12	13	10	17	23	24	16	24	22	10	11	12	13	13	11	1.9406176E9	1.69442458E9	2.46783181E9	1.81128371E9	1.74432166E9	1.94667635E9	1.6481911E9	1.54734234E9	1.74393946E9	1.89905242E9	1.60902246E9	1.43514688E9	2.4215792E8	2.275592E8	2.52412848E8	2.0220344E8	1.95507904E8	2.233408E8	1.99989504E8	2.12967888E8	2.10766304E8	2.3851328E8	2.02380544E8	1.8249032E8	
sp|Q9P2N7|KLH13_HUMAN	Q9P2N7	KLH13_HUMAN	KLHL13	655	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kelch-like protein 13	0.7337	0.9933	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5477031.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2P5|HECW2_HUMAN	Q9P2P5	HECW2_HUMAN	HECW2	1572	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECW2	0.9999	0.9987	4	3	3	5	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	8642827.0	6749362.5	0.0	3981563.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P2R3|ANFY1_HUMAN	Q9P2R3	ANFY1_HUMAN	ANKFY1	1169	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rabankyrin-5	1.0	0.999	12	60	60	60	2	6	7	2	4	7	6	4	9	5	5	3	2	6	7	2	4	7	6	4	9	5	5	3	2	6	7	2	4	7	6	4	9	5	5	3	5.136352E7	1.48654272E8	1.58628576E8	7.210444E7	1.80511936E8	1.75158224E8	1.71570576E8	2.50481344E8	3.4975568E8	6.5169784E7	2.36708608E8	1.09877808E8	3.8570428E7	5.3393684E7	6.4936204E7	3.6756044E7	6.442678E7	4.9047752E7	1.17233208E8	1.47595808E8	9.8427088E7	6.3751528E7	9.9271136E7	9.1011304E7	
sp|Q9P2R6|RERE_HUMAN	Q9P2R6	RERE_HUMAN	RERE	1566	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine-glutamic acid dipeptide repeats protein	1.0	0.999	45	465	465	479	44	45	63	32	59	49	23	30	40	33	22	25	44	45	63	32	59	49	23	30	40	33	22	25	45	46	64	33	60	50	24	31	42	34	24	26	4.8220288E9	5.3936031E9	7.5767624E9	5.2068081E9	6.2994514E9	6.5922084E9	3.9918423E9	1.34035533E9	5.3199534E9	4.3369564E9	2.95520077E9	3.35200742E9	1.4160279E9	1.2718784E9	1.55905152E9	1.23030387E9	1.44350771E9	1.69980915E9	9.7280947E8	1.11309632E9	1.1687072E9	1.09109414E9	9.4262656E8	1.04200166E9	
sp|Q9P2Y5|UVRAG_HUMAN	Q9P2Y5	UVRAG_HUMAN	UVRAG	699	Homo sapiens OX=9606	1:Experimental evidence at protein level	UV radiation resistance-associated gene protein	1.0	0.9988	5	6	6	6	1	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	1	2	0	0	1	0	0	1	7855717.5	3808162.0	2066534.4	4.058312E7	3.0660606E7	2.3716008E7	0.0	7.117748E7	1.9539424E7	6.554056E7	5.1360616E7	4.122004E7	0.0	0.0	0.0	0.0	1.8155038E7	1.7331826E7	0.0	0.0	2.8318366E7	2.1474862E7	0.0	0.0	
sp|Q9UBB4|ATX10_HUMAN	Q9UBB4	ATX10_HUMAN	ATXN10	475	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ataxin-10	1.0	0.999	17	117	117	117	9	7	10	8	15	13	8	8	11	10	9	9	9	7	10	8	15	13	8	8	11	10	9	9	9	7	10	8	15	13	8	8	11	10	9	9	8.138953E8	8.7389376E8	7.8636102E8	6.9646624E8	7.5135482E8	6.6946976E8	7.3467366E8	7.0128595E8	7.1383904E8	6.5844115E8	6.5898202E8	6.695193E8	2.22424688E8	1.896012E8	1.81206368E8	1.78727808E8	1.880244E8	1.61444432E8	2.05072992E8	1.79755168E8	1.74004272E8	1.74181168E8	2.02117408E8	1.64086272E8	
sp|Q9UBB5|MBD2_HUMAN	Q9UBB5	MBD2_HUMAN	MBD2	411	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methyl-CpG-binding domain protein 2	0.9852	0.9984	2	3	3	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0.0	0.0	1.5480849E7	0.0	0.0	2.0359182E7	0.0	1.6067593E7	0.0	0.0	1.6995032E7	2.3906812E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBB6|NCDN_HUMAN	Q9UBB6	NCDN_HUMAN	NCDN	729	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurochondrin	0.9393	0.9988	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBB9|TFP11_HUMAN	Q9UBB9	TFP11_HUMAN	TFIP11	837	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tuftelin-interacting protein 11	1.0	0.999	8	31	31	31	1	6	0	4	3	3	2	2	3	1	4	2	1	6	0	4	3	3	2	2	3	1	4	2	1	6	0	4	3	3	2	2	3	1	4	2	2.6255094E7	5.3167524E7	1.4074692E7	5.2661868E7	4.8986784E7	3.912348E7	2612019.0	0.0	4616251.0	3410982.2	2321635.0	1.7170526E7	2.155281E7	2.3869768E7	1.5359687E7	2.3680336E7	2.58704E7	2.3039552E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBC1|IKBL1_HUMAN	Q9UBC1	IKBL1_HUMAN	NFKBIL1	381	Homo sapiens OX=9606	1:Experimental evidence at protein level	NF-kappa-B inhibitor-like protein 1	0.9444	0.9989	1	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1.3398902E7	2.704466E7	1.1021282E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3574914E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBC2|EP15R_HUMAN	Q9UBC2	EP15R_HUMAN	EPS15L1	864	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epidermal growth factor receptor substrate 15-like 1	1.0	0.999	15	41	41	41	1	3	1	3	3	2	4	6	3	7	4	4	1	3	1	3	3	2	4	6	3	7	4	4	1	3	1	3	3	2	4	6	3	7	4	4	8.4558872E7	6.2985316E7	6.1797656E7	8.8346632E7	6.7840952E7	5.9141632E7	1.66659616E8	1.36938288E8	1.1016548E8	1.8706376E8	2.04713552E8	1.33084632E8	4.5948448E7	4.4316308E7	3.2626178E7	4.9192328E7	4.2515748E7	3.3101314E7	7.8518552E7	6.6078512E7	5.9943384E7	7.4592304E7	9.2657912E7	8.0752368E7	
